"Mineral Name","Mineral Name (plain)","IMA Chemistry (plain)","Structural Groupname"
"Arzrunite","Arzrunite","Pb2Cu4(SO4)(OH)4Cl6·2H2O"," "
"Asbecasite","Asbecasite","Ca3TiAs6Be2Si2O20"," "
"Asbolane","Asbolane","Mn4+(O,OH)2·(Co,Ni,Mg,Ca)x(OH)2x·nH2O"," "
"Aschamalmite","Aschamalmite","Pb6-3xBi2+xS9","Lillianite"
"Ashburtonite","Ashburtonite","HCu4Pb4Si4O12(HCO3)4(OH)4Cl","Cerchiaraite"
"Ashcroftine-(Y)","Ashcroftine-(Y)","K5Na5Y12Si28O70(OH)2(CO3)8·8H2O"," "
"Ashoverite","Ashoverite","Zn(OH)2"," "
"Asimowite","Asimowite","Fe2SiO4","Wadsleyite"
"Asisite","Asisite","Pb7SiO8Cl2","Asisite"
"Åskagenite-(Nd)","Askagenite-(Nd)","Mn2+Nd(Al2Fe3+)[Si2O7][SiO4]O2","Epidote"
"Aspedamite","Aspedamite","[box]12(Fe3+,Fe2+)3Nb4[Th(Nb,Fe3+)12O42][(H2O),(OH)]12","Menezesite"
"Aspidolite","Aspidolite","NaMg3(Si3Al)O10(OH)2","Clay"
"Asselbornite","Asselbornite","Pb(UO2)4(BiO)3(AsO4)2(OH)7·4H2O"," "
"Astrocyanite-(Ce)","Astrocyanite-(Ce)","Cu2Ce2(UO2)(CO3)5(OH)2·1.5H2O"," "
"Astrophyllite","Astrophyllite","K2NaFe2+7Ti2(Si4O12)2O2(OH)4F","Astrophyllite-Astrophyllite"
"Atacamite","Atacamite","Cu2Cl(OH)3","Atacamite"
"Atelestite","Atelestite","Bi2O(AsO4)(OH)","Atelestite"
"Atelisite-(Y)","Atelisite-(Y)","Y4Si3O8(OH)8","Zircon"
"Atencioite","Atencioite","Ca2Fe2+3Mg2Be4(PO4)6(OH)4·6H2O","Roscherite"
"Athabascaite","Athabascaite","Cu5Se4"," "
"Atheneite","Atheneite","Pd2(As0.75Hg0.25)"," "
"Atlasovite","Atlasovite","Cu2+6Fe3+Bi3+O4(SO4)5·KCl"," "
"Atokite","Atokite","Pd3Sn","Perovskite"
"Attakolite","Attakolite","CaMn2+Al4(HSiO4)(PO4)3(OH)4"," "
"Attikaite","Attikaite","Ca3Cu2Al2(AsO4)4(OH)4·2H2O"," "
"Aubertite","Aubertite","Cu2+Al(SO4)2Cl·14H2O","Aubertite"
"Auerbakhite","Auerbakhite","MnTl2As2S5"," "
"Augelite","Augelite","Al2(PO4)(OH)3"," "
"Augite","Augite","(Ca,Mg,Fe)2Si2O6","Pyroxene"
"Auriacusite","Auriacusite","Fe3+Cu2+(AsO4)O","Andalusite"
"Aurichalcite","Aurichalcite","(Zn,Cu)5(CO3)2(OH)6"," "
"Auricupride","Auricupride","Cu3Au","Perovskite"
"Aurihydrargyrumite","Aurihydrargyrumite","Au6Hg5"," "
"Aurivilliusite","Aurivilliusite","Hg1+Hg2+OI"," "
"Aurorite","Aurorite","Mn2+Mn4+3O7·3H2O"," "
"Aurostibite","Aurostibite","AuSb2","Pyrite"
"Austinite","Austinite","CaZn(AsO4)(OH)","Adelite"
"Autunite","Autunite","Ca(UO2)2(PO4)2·10-12H2O","Autunite"
"Avdeevite","Avdeevite","(Na,Cs)(Be2Li)Al2(Si6O18)","Beryl"
"Avdoninite","Avdoninite","K2Cu5Cl8(OH)4·2H2O"," "
"Averievite","Averievite","Cu5O2(VO4)2·CuCl2"," "
"Avicennite","Avicennite","Tl2O3","Bixbyite"
"Avogadrite","Avogadrite","KBF4","Baryte"
"Awaruite","Awaruite","Ni3Fe","Perovskite"
"Axelite","Axelite","Na14Cu7(AsO4)8F2Cl2"," "
"Axinite-(Fe)","Axinite-(Fe)","Ca4Fe2+2Al4[B2Si8O30](OH)2","Axinite"
"Axinite-(Mg)","Axinite-(Mg)","Ca4Mg2Al4[B2Si8O30](OH)2","Axinite"
"Axinite-(Mn)","Axinite-(Mn)","Ca4Mn2+2Al4[B2Si8O30](OH)2","Axinite"
"Azoproite","Azoproite","Mg2[(Ti,Mg),Fe3+]O2(BO3)","Ludwigite"
"Azurite","Azurite","Cu3(CO3)2(OH)2"," "
"Babánekite","Babanekite","Cu3(AsO4)2·8H2O","Vivianite"
"Babefphite","Babefphite","BaBe(PO4)F"," "
"Babingtonite","Babingtonite","Ca2Fe2+Fe3+Si5O14(OH)","Rhodonite"
"Babkinite","Babkinite","Pb2Bi2(S,Se)3","Tetradymite"
"Backite","Backite","Pb2AlTeO6Cl","Backite"
"Badakhshanite-(Y)","Badakhshanite-(Y)","Y2Mn4Al(Si2B7BeO24)","Perettiite"
"Badalovite","Badalovite","NaNaMg(MgFe3+)(AsO4)3","Alluaudite"
"Baddeleyite","Baddeleyite","ZrO2","Baddeleyite"
"Badengzhuite","Badengzhuite","TiP"," "
"Bafertisite","Bafertisite","Ba2Fe2+4Ti2(Si2O7)2O2(OH)2F2","Seidozerite-Bafertisite"
"Baghdadite","Baghdadite","Ca6Zr2(Si2O7)2O4","Wöhlerite "
"Bahariyaite","Bahariyaite","KMnO4","Baryte"
"Bahianite","Bahianite","Al5Sb5+3O14(OH)2"," "
"Baileychlore","Baileychlore","(Zn,Fe2+,Al,Mg)6(Si,Al)4O10(OH)8","Clay"
"Bainbridgeite-(YCe)","Bainbridgeite-(YCe)","Na2Ba2YCe(CO3)6·3H2O","Mckelveyite"
"Bairdite","Bairdite","Pb2Cu2+4Te6+2O10(OH)2(SO4)·H2O"," "
"Bakhchisaraitsevite","Bakhchisaraitsevite","Na2Mg5(PO4)4·7H2O"," "
"Baksanite","Baksanite","Bi6Te2S3","Tetradymite"
"Balangeroite","Balangeroite","Mg21Si8O27(OH)20"," "
"Balestraite","Balestraite","KLi2V5+Si4O12","Mica"
"Balićžunićite","Baliczunicite","Bi2O(SO4)2"," "
"Balipholite","Balipholite","LiBaMg2Al3(Si2O6)2(OH)8","Carpholite"
"Balkanite","Balkanite","Ag5Cu9HgS8"," "
"Balliranoite","Balliranoite","(Na,K)6Ca2(Si6Al6O24)Cl2(CO3)","Cancrinite-sodalite"
"Balyakinite","Balyakinite","Cu2+(Te4+O3)"," "
"Bambollaite","Bambollaite","Cu(Se,Te)2"," "
"Bamfordite","Bamfordite","Fe3+Mo2O6(OH)3·H2O"," "
"Banalsite","Banalsite","Na2BaAl4Si4O16"," "
"Bandylite","Bandylite","CuB(OH)4Cl"," "
"Bannermanite","Bannermanite","(Na,K)xV4+xV5+6-xO15 (0.5<x<0.9)"," "
"Bannisterite","Bannisterite","(Ca,K,Na)(Mn2+,Fe2+)10(Si,Al)16O38(OH)8·nH2O","Clay"
"Baotite","Baotite","Ba4(Ti,Nb,W)8O16(SiO3)4Cl"," "
"Barahonaite-(Al)","Barahonaite-(Al)","(Ca,Cu,Na,Fe3+,Al)12Al2(AsO4)8(OH,Cl)x·nH2O"," "
"Barahonaite-(Fe)","Barahonaite-(Fe)","(Ca,Cu,Na,Fe3+,Al)12Fe3+2(AsO4)8(OH,Cl)x·nH2O"," "
"Bararite","Bararite","(NH4)2SiF6"," "
"Baratovite","Baratovite","KLi3Ca7Ti2(SiO3)12F2","Baratovite"
"Barberiite","Barberiite","(NH4)BF4","Baryte"
"Barbosalite","Barbosalite","Fe2+Fe3+2(PO4)2(OH)2","Lazulite"
"Barentsite","Barentsite","Na7Al(HCO3)2(CO3)2F4"," "
"Bariandite","Bariandite","Al0.6(V5+,V4+)8O20·9H2O","Straczekite"
"Barićite","Baricite","(Mg,Fe)3(PO4)2·8H2O","Vivianite"
"Barikaite","Barikaite","Ag3Pb10(Sb8As11)Σ19S40","Sartorite"
"Barioferrite","Barioferrite","BaFe3+12O19","Plumboferrite"
"Bario-olgite","Bario-olgite","Na(Na,Sr,Ce)2Ba(PO4)2","Aphthitalite"
"Bario-orthojoaquinite","Bario-orthojoaquinite","Ba4Fe2+2Ti2O2(SiO3)8·H2O","Joaquinite"
"Barioperovskite","Barioperovskite","BaTiO3","Perovskite"
"Bariopharmacoalumite","Bariopharmacoalumite","Ba0.5Al4[(AsO4)3(OH)4]·4H2O","Pharmacosiderite"
"Bariopharmacosiderite","Bariopharmacosiderite","Ba0.5Fe3+4(AsO4)3(OH)4·5H2O","Pharmacosiderite"
"Bariosincosite","Bariosincosite","Ba(VO)2(PO4)2·4H2O"," "
"Barlowite","Barlowite","Cu4BrF(OH)6","Claringbullite"
"Barnesite","Barnesite","Na2V5+6O16·3H2O","Hewettite"
"Barquillite","Barquillite","Cu2(Cd,Fe)GeS4","Sphalerite"
"Barrerite","Barrerite","Na2(Si7Al2)O18·6H2O","Stilbite"
"Barringerite","Barringerite","(Fe,Ni)2P","Barringerite"
"Barroisite","Barroisite","[box](NaCa)(Mg3Al2)(Si7Al)O22(OH)2","Amphibole"
"Barrotite","Barrotite","Cu9Al(HSiO4)2[(SO4)(HAsO4)0.5](OH)12·8H2O","Chalcophyllite"
"Barrydawsonite-(Y)","Barrydawsonite-(Y)","Na1.5Y0.5CaSi3O9H","Pectolite"
"Barstowite","Barstowite","Pb4(CO3)Cl6·H2O"," "
"Bartelkeite","Bartelkeite","PbFe2+Ge(Ge2O7)(OH)2·H2O","Lawsonite"
"Bartonite","Bartonite","K6Fe20S26S","Djerfisherite"
"Barwoodite","Barwoodite","Mn2+6(Nb5+,[box])2(SiO4)2(O,OH)6","Welinite"
"Barylite","Barylite","BaBe2Si2O7"," "
"Barysilite","Barysilite","Pb8Mn(Si2O7)3"," "
"Baryte","Baryte","Ba(SO4)","Baryte"
"Barytocalcite","Barytocalcite","BaCa(CO3)2"," "
"Barytolamprophyllite","Barytolamprophyllite","(BaK)Ti2Na3Ti(Si2O7)2O2(OH)2","Seidozerite-Lamprophyllite"
"Bassanite","Bassanite","Ca(SO4)·0.5H2O","Rhabdophane"
"Bassetite","Bassetite","Fe2+(UO2)2(PO4)2(H2O)10"," "
"Bassoite","Bassoite","SrV4+3O7·4H2O"," "
"Bastnäsite-(Ce)","Bastnasite-(Ce)","Ce(CO3)F","Bastnäsite"
"Bastnäsite-(La)","Bastnasite-(La)","La(CO3)F","Bastnäsite"
"Bastnäsite-(Nd)","Bastnasite-(Nd)","Nd(CO3)F","Bastnäsite"
"Bastnäsite-(Y)","Bastnasite-(Y)","Y(CO3)F","Bastnäsite"
"Batagayite","Batagayite","CaZn2(Zn,Cu)6(PO4)4[PO3(OH)]3·12H2O"," "
"Batievaite-(Y)","Batievaite-(Y)","Ca2Y2[(H2O)2[box]]Ti(Si2O7)2(OH)2(H2O)2","Seidozerite-Rinkite"
"Batiferrite","Batiferrite","BaTi2Fe3+8Fe2+2O19","Plumboferrite"
"Batisite","Batisite","Na2BaTi2O2(Si2O6)2","Batisite"
"Batisivite","Batisivite","BaTi6(V,Cr)8(Si2O7)O22"," "
"Baumhauerite","Baumhauerite","Pb12As16S36","Sartorite"
"Baumhauerite II","Baumhauerite II","Pb3As4S9","Sartorite"
"Baumoite","Baumoite","Ba0.5[(UO2)3O8Mo2(OH)3](H2O)3"," "
"Baumstarkite","Baumstarkite","Ag3Sb3S6","Aramayoite"
"Bauranoite","Bauranoite","BaU2O7·4-5H2O","Wölsendorfite"
"Bavenite","Bavenite","Ca4Be2+xAl2-xSi9O26-x(OH)2+x (x = 0 to 1)"," "
"Bavsiite","Bavsiite","Ba2V2O2[Si4O12]"," "
"Bayerite","Bayerite","Al(OH)3"," "
"Bayldonite","Bayldonite","Cu3PbO(AsO3OH)2(OH)2"," "
"Bayleyite","Bayleyite","Mg2(UO2)(CO3)3·18H2O"," "
"Baylissite","Baylissite","K2Mg(CO3)2·4H2O"," "
"Bazhenovite","Bazhenovite","Ca8S5(S2O3)(OH)12·20H2O"," "
"Bazirite","Bazirite","BaZrSi3O9","Benitoite"
"Bazzite","Bazzite","Be3(Sc,Fe3+,Mg)2Si6O18·Na0.32·nH2O","Beryl"
"Bearsite","Bearsite","Be2(AsO4)(OH)·4H2O"," "
"Bearthite","Bearthite","Ca2Al(PO4)2(OH)","Brackebuschite"
"Beaverite-(Cu)","Beaverite-(Cu)","Pb(Fe3+2Cu)(SO4)2(OH)6","Alunite-Alunite"
"Beaverite-(Zn)","Beaverite-(Zn)","Pb(Fe3+2Zn)(SO4)2(OH)6","Alunite-Alunite"
"Bechererite","Bechererite","Zn7Cu(OH)13[SiO(OH)3(SO4)]"," "
"Beckettite","Beckettite","Ca2V6Al6O20","Sapphirine"
"Becquerelite","Becquerelite","Ca(UO2)6O4(OH)6·8H2O"," "
"Bederite","Bederite","Ca2Mn2+4Fe3+2(PO4)6·2H2O","Wicksite"
"Beershevaite","Beershevaite","CaFe3+3(PO4)3O"," "
"Béhierite","Behierite","Ta(BO4)","Zircon"
"Behoite","Behoite","Be(OH)2","Cristobalite"
"Běhounekite","Behounekite","U(SO4)2(H2O)4"," "
"Beidellite","Beidellite","(Na,Ca)0.3Al2(Si,Al)4O10(OH)2·nH2O","Smectite-vermiculite"
"Belakovskiite","Belakovskiite","Na7(UO2)(SO4)4(SO3OH)(H2O)3"," "
"Belendorffite","Belendorffite","Cu7Hg6"," "
"Belkovite","Belkovite","Ba3Nb6(Si2O7)2O12"," "
"Bellbergite","Bellbergite","(K,Ba,Sr)2Sr2Ca2(Ca,Na)4(Si,Al)36O72·30H2O"," "
"Bellidoite","Bellidoite","Cu2Se"," "
"Bellingerite","Bellingerite","Cu3(IO3)6·2H2O"," "
"Belloite","Belloite","Cu(OH)Cl"," "
"Belogubite","Belogubite","CuZn(SO4)2·10H2O","Chalcanthite"
"Belomarinaite","Belomarinaite","KNa(SO4)","Aphthitalite"
"Belousovite","Belousovite","KZn(SO4)Cl"," "
"Belovite-(Ce)","Belovite-(Ce)","NaCeSr3(PO4)3F","Apatite"
"Belovite-(La)","Belovite-(La)","NaLaSr3(PO4)3F","Apatite"
"Belyankinite","Belyankinite","Ca1-2(Ti,Zr,Nb)5O12·9H2O (?)"," "
"Bementite","Bementite","Mn7Si6O15(OH)8","Clay"
"Benauite","Benauite","SrFe3+3(PO4)(PO3OH)(OH)6","Alunite-crandallite"
"Benavidesite","Benavidesite","Pb4MnSb6S14"," "
"Bendadaite","Bendadaite","Fe2+Fe3+2(AsO4)2(OH)2·4H2O","Arthurite"
"Benitoite","Benitoite","BaTiSi3O9","Benitoite"
"Benjaminite","Benjaminite","Ag3Bi7S12","Pavonite"
"Benleonardite","Benleonardite","Ag15Cu(Sb,As)2S7Te4","Polybasite"
"Bennesherite","Bennesherite","Ba2Fe2+Si2O7","Melilite"
"Benstonite","Benstonite","Ba6Ca6Mg(CO3)13"," "
"Bentorite","Bentorite","Ca6Cr2(SO4)3(OH)12·26H2O","Ettringite"
"Benyacarite","Benyacarite","KTiMn2+2Fe3+2(PO4)4OF·15H2O"," "
"Beraunite","Beraunite","Fe2+Fe3+5(PO4)4(OH)5·6H2O","Beraunite"
"Berborite","Berborite","Be2(BO3)(OH)·H2O"," "
"Berdesinskiite","Berdesinskiite","V3+2TiO5","Berdesinskiite"
"Berezanskite","Berezanskite","KTi2Li3Si12O30","Milarite"
"Bergenite","Bergenite","Ca2Ba4(UO2)9O6(PO4)6·16H2O","Phosphuranylite"
"Bergslagite","Bergslagite","CaBe(AsO4)(OH)","Gadolinite"
"Berlinite","Berlinite","Al(PO4)","Quartz"
"Bermanite","Bermanite","Mn2+Mn3+2(PO4)2(OH)2·4H2O","Arthurite"
"Bernalite","Bernalite","Fe(OH)3","Perovskite"
"Bernardite","Bernardite","TlAs5S8"," "
"Bernarlottiite","Bernarlottiite","Pb12(As10Sb6)S36"," "
"Berndtite","Berndtite","SnS2","Melonite"
"Berryite","Berryite","Cu3Ag2Pb3Bi7S16","Meneghinite"
"Berthierine","Berthierine","(Fe2+,Fe3+,Al)3(Si,Al)2O5(OH)4","Serpentine"
"Berthierite","Berthierite","FeSb2S4","Berthierite"
"Bertossaite","Bertossaite","Li2CaAl4(PO4)4(OH)4","Carminite"
"Bertrandite","Bertrandite","Be4Si2O7(OH)2"," "
"Beryl","Beryl","Be3Al2Si6O18","Beryl"
"Beryllite","Beryllite","Be3(SiO4)(OH)2·H2O"," "
"Beryllonite","Beryllonite","NaBe(PO4)","Beryllonite"
"Berzelianite","Berzelianite","Cu2-xSe (x ≈ 0.12)"," "
"Berzeliite","Berzeliite","(NaCa2)Mg2(AsO4)3","Garnet"
"Beshtauite","Beshtauite","(NH4)2(UO2)(SO4)2·2H2O"," "
"Betalomonosovite","Betalomonosovite","Na5+xTi4(Si2O7)2[PO3(OH)]2-y[PO2(OH)2]yO2[(OH,F)2-xOz], [0<x<2, 0<y<1, 0<z<1]","Seidozerite-Murmanite"
"Betekhtinite","Betekhtinite","(Cu,Fe)21Pb2S15"," "
"Betpakdalite-CaCa","Betpakdalite-CaCa","[Ca2(H2O)17Ca(H2O)6][Mo6+8As5+2Fe3+3O36(OH)]","Betpakdalite"
"Betpakdalite-CaMg","Betpakdalite-CaMg","[Ca2(H2O)17Mg(H2O)6][Mo6+8As5+2Fe3+3O36(OH)]","Betpakdalite"
"Betpakdalite-FeFe","Betpakdalite-FeFe","[Fe3+2(H2O)15(OH)2Fe3+(H2O)6][Mo8As2Fe3+3O37]","Betpakdalite"
"Betpakdalite-NaCa","Betpakdalite-NaCa","[Na2(H2O)17Ca(H2O)6][Mo6+8As5+2Fe3+3O34(OH)3]","Betpakdalite"
"Betpakdalite-NaNa","Betpakdalite-NaNa","[Na2(H2O)16Na(H2O)6][Mo6+8As5+2Fe3+3O33(OH)4]","Betpakdalite"
"Bettertonite","Bettertonite","Al6(AsO4)3(OH)9(H2O)5·11H2O"," "
"Betzite","Betzite","Na6Ca2(Al6Si6O24)Cl4","Cancrinite"
"Beudantite","Beudantite","PbFe3+3(AsO4)(SO4)(OH)6","Alunite-beudantite"
"Beusite","Beusite","Mn2+Mn2+2(PO4)2","Graftonite"
"Beusite-(Ca)","Beusite-(Ca)","CaMn2+2(PO4)2","Graftonite"
"Beyerite","Beyerite","CaBi2O2(CO3)2","Bismutite"
"Bezsmertnovite","Bezsmertnovite","(Au,Ag)4Cu(Te,Pb)"," "
"Biachellaite","Biachellaite","(Na,Ca,K)8(Si6Al6O24)(SO4)2(OH)0.5·H2O","Cancrinite"
"Biagioniite","Biagioniite","Tl2SbS2","Dervillite"
"Bianchiniite","Bianchiniite","Ba2(TiV)(As2O5)2OF"," "
"Bianchite","Bianchite","Zn(SO4)·6H2O","Hexahydrite"
"Bicapite","Bicapite","[KNa2Mg2(H2O)25][H2PV5+12O40(V5+O)2]"," "
"Bicchulite","Bicchulite","Ca2Al2SiO6(OH)2","Sodalite"
"Bideauxite","Bideauxite","AgPb2F2Cl3"," "
"Bieberite","Bieberite","Co(SO4)·7H2O","Melanterite"
"Biehlite","Biehlite","Sb3+2MoO6"," "
"Bigcreekite","Bigcreekite","BaSi2O5·4H2O"," "
"Bijvoetite-(Y)","Bijvoetite-(Y)","Y8(UO2)16O8(CO3)16(OH)8·39H2O"," "
"Bikitaite","Bikitaite","LiAlSi2O6·H2O"," "
"Bilibinskite","Bilibinskite","PbAu3Cu2Te2"," "
"Bílinite","Bilinite","Fe2+Fe3+2(SO4)4·22H2O","Halotrichite"
"Billietite","Billietite","Ba(UO2)6O4(OH)6·8H2O"," "
"Billingsleyite","Billingsleyite","Ag7AsS6"," "
"Billwiseite","Billwiseite","Sb3+5Nb3WO18"," "
"Bimbowrieite","Bimbowrieite","NaMgFe3+5(PO4)4(OH)6·2H2O","Dufrénite"
"Bindheimite","Bindheimite","Pb2Sb5+2O7","Pyrochlore"
"Biphosphammite","Biphosphammite","(NH4)H2(PO4)","Biphosphammite"
"Biraite-(Ce)","Biraite-(Ce)","Ce2Fe2+(Si2O7)(CO3)","Biraite"
"Biraite-(La)","Biraite-(La)","La2Fe2+(CO3)(Si2O7)","Biraite"
"Birchite","Birchite","Cd2Cu2(PO4)2(SO4)·5H2O"," "
"Biringuccite","Biringuccite","Na2B5O8(OH)·H2O"," "
"Birnessite","Birnessite","(Na,Ca,K)0.6(Mn4+,Mn3+)2O4·1.5H2O"," "
"Birunite","Birunite","Ca18(SiO3)8.5(CO3)8.5(SO4)·15H2O","Ettringite"
"Bischofite","Bischofite","MgCl2·6H2O"," "
"Bismite","Bismite","Bi2O3"," "
"Bismoclite","Bismoclite","BiOCl","Matlockite"
"Bismuth","Bismuth","Bi","Arsenic"
"Bismuthinite","Bismuthinite","Bi2S3","Stibnite"
"Bismutite","Bismutite","Bi2O2(CO3)","Bismutite"
"Bismutocolumbite","Bismutocolumbite","BiNbO4"," "
"Bismutoferrite","Bismutoferrite","Fe3+2Bi(SiO4)2(OH)","Kaolinite"
"Bismutohauchecornite","Bismutohauchecornite","Ni9Bi2S8","hauchecornite"
"Bismutostibiconite","Bismutostibiconite","(Bi,Fe3+,[box])2Sb5+2O7","Pyrochlore"
"Bismutotantalite","Bismutotantalite","BiTaO4"," "
"Bitikleite","Bitikleite","Ca3(SbSn)(AlO4)3","Garnet"
"Bityite","Bityite","CaLiAl2(Si2BeAl)O10(OH)2","Clay"
"Bixbyite","Bixbyite","Mn3+2O3","Bixbyite"
"Bjarebyite","Bjarebyite","BaMn2+2Al2(PO4)3(OH)3","Bjarebyite"
"Blakeite","Blakeite","Fe3+2(Te4+O3)3 (?)"," "
"Blatonite","Blatonite","(UO2)(CO3)·H2O"," "
"Blatterite","Blatterite","Sb5+3Mn3+9Mn2+35(BO3)16O32"," "
"Bleasdaleite","Bleasdaleite","Ca2Cu5(Bi,Cu)(PO4)4(H2O,OH,Cl)13"," "
"Blixite","Blixite","Pb8O5(OH)2Cl4"," "
"Blödite","Blodite","Na2Mg(SO4)2·4H2O","Blödite"
"Blossite","Blossite","Cu2V5+2O7"," "
"Bluebellite","Bluebellite","Cu6(IO3)(OH)10Cl"," "
"Bluelizardite","Bluelizardite","Na7(UO2)(SO4)4Cl(H2O)2"," "
"Bluestreakite","Bluestreakite","K4Mg2(V4+2V5+8O28)·14H2O"," "
"Bobcookite","Bobcookite","NaAl(UO2)2(SO4)4·18H2O"," "
"Bobfergusonite","Bobfergusonite","[box]Na2Mn2+5Fe3+Al(PO4)6","Alluaudite-Bobfergusonite"
"Bobfinchite","Bobfinchite","Na[(UO2)8O3(OH)11]·10H2O","Schoepite"
"Bobierrite","Bobierrite","Mg3(PO4)2·8H2O","Vivianite"
"Bobjonesite","Bobjonesite","V4+O(SO4)·3H2O"," "
"Bobkingite","Bobkingite","Cu5Cl2(OH)8·2H2O"," "
"Bobmeyerite","Bobmeyerite","Pb4(Al3Cu)(Si4O12)(S0.5Si0.5O4)(OH)7Cl(H2O)3","Cerchiaraite"
"Bobshannonite","Bobshannonite","Na2KBa(Mn,Na)8(Nb,Ti)4(Si2O7)4O4(OH)4(O,F)2","Seidozerite-Bafertisite"
"Bobtraillite","Bobtraillite","(Na,Ca)13Sr11(Zr,Y,Nb)14Si42B6O132(OH)12·12H2O"," "
"Bodieite","Bodieite","Bi3+2(Te4+O3)2(SO4)"," "
"Bogdanovite","Bogdanovite","(Au,Te,Pb)3(Cu,Fe)","Auricupride"
"Bøggildite","Boggildite","Na2Sr2Al2(PO4)F9"," "
"Boggsite","Boggsite","Na3Ca8(Si77Al19)O192·70H2O"," "
"Bøgvadite","Bogvadite","Na2Ba2SrAl4F20"," "
"Bohdanowiczite","Bohdanowiczite","AgBiSe2"," "
"Böhmite","Bohmite","AlO(OH)","Lepidocrocite"
"Bohseite","Bohseite","Ca4Be3+xAl1-xSi9O25-x(OH)3+x (x = 0 to 1)","Bavenite"
"Bohuslavite","Bohuslavite","Fe3+4(PO4)3(SO4)(OH)·nH2O (15≤n≤24)"," "
"Bojarite","Bojarite","Cu3(N3C2H2)3(OH)Cl2·6H2O"," "
"Bokite","Bokite","(Al,Fe)1.3(V5+,V4+,Fe3+)8O20·7.5H2O","Straczekite"
"Boleite","Boleite","KAg9Pb26Cu24Cl62(OH)48"," "
"Bolivarite","Bolivarite","Al2(PO4)(OH)3·4H2O"," "
"Boltwoodite","Boltwoodite","(K,Na)(UO2)(SiO3OH)·1.5H2O"," "
"Bonaccordite","Bonaccordite","Ni2Fe3+O2(BO3)","Ludwigite"
"Bonacinaite","Bonacinaite","Sc(AsO4)·2H2O","Phosphosiderite"
"Bonattite","Bonattite","Cu(SO4)·3H2O"," "
"Bonazziite","Bonazziite","As4S4"," "
"Bonshtedtite","Bonshtedtite","Na3Fe2+(PO4)(CO3)","Bradleyite"
"Boothite","Boothite","Cu(SO4)·7H2O","Melanterite"
"Boracite","Boracite","Mg3B7O13Cl","Boracite"
"Boralsilite","Boralsilite","Al16B6O30(Si2O7)"," "
"Borax","Borax","Na2B4O5(OH)4·8H2O"," "
"Borcarite","Borcarite","Ca4MgB4O6(CO3)2(OH)6"," "
"Borisenkoite","Borisenkoite","Cu3[(V,As)O4]2","Lammerite-β"
"Borishanskiite","Borishanskiite","Pd1+x(As,Pb)2 (x = 0.0-0.2)"," "
"Bornemanite","Bornemanite","Na6(Na[box])Ba2Ti2Nb2(Si2O7)4(PO4)2O4(OH)2F2","Seidozerite-Lamprophyllite"
"Bornhardtite","Bornhardtite","Co2+Co3+2Se4","Spinel"
"Bornite","Bornite","Cu5FeS4"," "
"Borocookeite","Borocookeite","LiAl4(Si3B)O10(OH)8","Chlorite"
"Borodaevite","Borodaevite","Ag4.83Fe0.21Pb0.45(Bi,Sb)8.84S16"," "
"Boromullite","Boromullite","Al9BSi2O19"," "
"Boromuscovite","Boromuscovite","KAl2(Si3B)O10(OH)2","Mica"
"Borovskite","Borovskite","Pd3SbTe4"," "
"Bortnikovite","Bortnikovite","Pd4Cu3Zn"," "
"Boscardinite","Boscardinite","TlPb4(Sb7As2)Σ=9S18","Sartorite"
"Bosiite","Bosiite","NaFe3+3(Al4Mg2)(Si6O18)(BO3)3(OH)3O","Tourmaline"
"Bosoite","Bosoite","SiO2·nCxH2x+2"," "
"Bostwickite","Bostwickite","CaMn3+6Si3O16·7H2O"," "
"Botallackite","Botallackite","Cu2Cl(OH)3","Atacamite"
"Botryogen","Botryogen","MgFe3+(SO4)2(OH)·7H2O","Botryogen"
"Bottinoite","Bottinoite","NiSb5+2(OH)12·6H2O"," "
"Botuobinskite","Botuobinskite","SrFe2+(Ti4+12Cr3+6)Mg2[O36(OH)2]","Crichtonite"
"Bouazzerite","Bouazzerite","Bi6(Mg,Co)11Fe14(AsO4)18O12(OH)4·86H2O"," "
"Boulangerite","Boulangerite","Pb5Sb4S11"," "
"Bournonite","Bournonite","CuPbSbS3","Bournonite"
"Bouškaite","Bouskaite","(MoO2)2O(SO3OH)2(H2O)2·2H2O"," "
"Boussingaultite","Boussingaultite","(NH4)2Mg(SO4)2·6H2O","Picromerite"
"Bowieite","Bowieite","Rh2S3","Bowieite"
"Bowlesite","Bowlesite","PtSnS","Cobaltite"
"Boyleite","Boyleite","Zn(SO4)·4H2O","Starkeyite"
"Braccoite","Braccoite","NaMn2+5[Si5O14(OH)](AsO3)(OH)","Saneroite"
"Bracewellite","Bracewellite","CrO(OH)","Diaspore"
"Brackebuschite","Brackebuschite","Pb2Mn3+(VO4)2(OH)","Brackebuschite"
"Bradaczekite","Bradaczekite","NaCuCuCu2(AsO4)3","Alluaudite"
"Bradleyite","Bradleyite","Na3Mg(PO4)(CO3)","Bradleyite"
"Braggite","Braggite","PtS"," "
"Braithwaiteite","Braithwaiteite","NaCu2+5(Sb5+Ti4+)O2(AsO4)4[AsO3(OH)]2·8H2O"," "
"Braitschite-(Ce)","Braitschite-(Ce)","Ca6.15Na0.85REE2.08[B6O7(OH)3(O,OH)3]4·H2O"," "
"Branchite","Branchite","C20H34"," "
"Brandãoite","Brandaoite","BeAl2(PO4)2(OH)2(H2O)4·H2O"," "
